attorney,take,facebook,google,other,referal,website,surgery,sex,days_passed
Perry Mason,0,0,0,0,1,0,0,female,917
Daniel Kafee,0,0,0,0,0,0,0,female,932
Ally McBeal,0,0,1,0,0,0,1,female,532
Atticus Finch,1,0,0,0,0,1,1,male,92
Rachel Zane,1,0,0,0,1,0,1,male,555
Atticus Finch,1,0,0,0,0,0,1,female,152
JoAnee Galloway,0,0,0,0,1,0,1,male,803
Ally McBeal,0,0,0,0,0,0,0,male,1665
Daniel Kafee,0,1,0,0,0,0,0,female,1545
Daniel Kafee,0,0,1,0,0,0,0,male,2113
Rusty Sabich,0,0,0,0,0,0,1,female,2661
JoAnee Galloway,1,0,0,0,0,0,1,male,313
Patty Hewes,0,0,0,1,0,0,0,female,1352
Atticus Finch,0,0,0,0,0,1,1,female,1676
Atticus Finch,0,0,0,0,0,0,0,female,1328
Patty Hewes,1,0,0,1,0,0,1,male,394
Rusty Sabich,1,0,0,0,1,0,1,male,415
Ally McBeal,0,0,1,0,0,0,0,male,498
Atticus Finch,1,0,1,0,0,0,0,male,23
Atticus Finch,1,1,0,0,0,0,0,female,568
Daniel Kafee,0,0,0,0,0,0,0,female,255
Atticus Finch,1,0,0,1,0,0,0,female,281
Daniel Kafee,0,1,0,0,0,0,0,male,287
Daniel Kafee,0,0,0,0,0,0,1,male,916
JoAnee Galloway,0,0,0,0,0,0,1,male,861
Rusty Sabich,0,0,1,0,0,0,1,female,978
Daniel Kafee,1,0,0,0,1,0,1,female,179
Atticus Finch,0,0,0,0,0,0,0,,1671
Rachel Zane,1,0,0,0,1,0,0,female,294
Daniel Kafee,0,1,0,0,0,0,0,male,359
Ally McBeal,0,0,1,0,0,0,1,female,1069
Rusty Sabich,0,0,0,0,0,0,1,female,1710
Patty Hewes,1,0,1,0,0,0,0,male,133
Patty Hewes,0,1,0,0,0,0,0,female,196
Ally McBeal,0,0,1,0,0,0,0,,1644
Rachel Zane,1,0,0,1,0,0,1,female,436
Daniel Kafee,1,0,0,0,0,0,0,male,482
Rachel Zane,0,0,1,0,0,0,0,male,579
Ally McBeal,0,0,1,0,0,0,0,male,1570
Atticus Finch,1,1,0,0,0,0,1,male,496
Daniel Kafee,1,0,0,1,0,0,1,female,211
Atticus Finch,0,0,0,0,1,0,0,female,1433
Rachel Zane,0,0,0,0,0,0,1,female,1048
Daniel Kafee,0,1,0,0,0,0,0,,2080
Rachel Zane,0,1,0,0,0,0,0,female,173
Daniel Kafee,0,0,0,1,0,0,0,female,1714
JoAnee Galloway,1,0,0,0,0,0,1,male,453
Rusty Sabich,0,0,1,0,0,0,1,male,839
Ally McBeal,1,0,0,0,0,0,0,female,31
Atticus Finch,1,0,0,1,0,0,1,female,206
Daniel Kafee,0,0,0,0,0,0,0,female,903
Ally McBeal,1,0,0,0,1,0,1,female,137
Daniel Kafee,1,1,0,0,0,0,1,female,534
JoAnee Galloway,0,0,0,1,0,0,1,female,418
Rusty Sabich,0,1,0,0,0,0,0,female,457
Rachel Zane,0,0,1,0,0,0,1,male,884
Atticus Finch,0,0,0,0,1,0,0,female,1323
Daniel Kafee,0,0,0,0,1,0,0,female,1511
Rachel Zane,1,0,0,0,0,0,1,male,580
Daniel Kafee,0,0,0,0,1,0,1,female,1313
Perry Mason,0,1,0,0,0,0,0,male,185
Patty Hewes,0,0,0,0,0,0,0,male,1304
Patty Hewes,1,0,0,1,0,0,1,male,487
Rachel Zane,0,0,0,0,0,0,1,female,1579
Ally McBeal,0,0,0,0,0,1,0,male,927
Perry Mason,1,0,1,0,0,0,1,female,396
Patty Hewes,1,0,0,0,1,0,1,female,190
Rachel Zane,1,0,0,0,1,0,1,male,178
Atticus Finch,0,0,0,1,0,0,0,female,1273
,1,0,0,0,0,1,0,male,119
Atticus Finch,0,0,0,1,0,0,1,female,251
Ally McBeal,1,0,1,0,0,0,1,male,296
Rachel Zane,0,0,0,0,0,0,0,female,655
,1,0,0,1,0,0,1,female,355
Daniel Kafee,0,0,0,0,0,0,0,female,788
Rachel Zane,0,0,1,0,0,0,0,male,46
Perry Mason,1,0,0,0,0,0,0,female,223
Ally McBeal,0,0,0,1,0,0,0,male,1191
Perry Mason,1,0,0,1,0,0,0,male,245
Rusty Sabich,1,0,0,0,0,0,1,female,376
Rusty Sabich,0,1,0,0,0,0,1,male,695
Perry Mason,1,0,0,0,0,1,1,male,533
Rachel Zane,0,0,0,0,0,0,0,female,1586
Patty Hewes,1,1,0,0,0,0,0,male,201
Atticus Finch,1,0,1,0,0,0,0,male,478
Daniel Kafee,0,0,0,0,1,0,0,male,846
Patty Hewes,1,0,0,0,0,0,0,male,625
Ally McBeal,0,0,0,0,1,0,1,female,942
Rusty Sabich,1,0,0,1,0,0,1,female,549
Atticus Finch,0,0,0,0,0,0,0,male,793
Patty Hewes,0,0,1,0,0,0,1,female,1181
Perry Mason,1,0,0,0,0,1,1,female,433
Perry Mason,0,0,0,0,0,1,0,female,847
JoAnee Galloway,0,0,1,0,0,0,1,female,1096
JoAnee Galloway,1,0,0,0,0,0,1,female,309
Ally McBeal,0,0,0,1,0,0,1,female,943
Atticus Finch,0,1,0,0,0,0,0,male,1120
Rusty Sabich,1,0,1,0,0,0,1,female,625
Ally McBeal,0,1,0,0,0,0,0,female,730
JoAnee Galloway,0,0,1,0,0,0,1,,1769
Daniel Kafee,0,0,0,0,0,0,1,female,1227
Ally McBeal,0,0,0,0,0,1,1,male,1559
Rusty Sabich,1,0,0,0,1,0,0,male,19
JoAnee Galloway,0,0,0,0,0,0,0,female,593
Ally McBeal,0,0,0,0,0,0,0,male,2311
Perry Mason,1,1,0,0,0,0,0,female,76
Ally McBeal,0,1,0,0,0,0,1,male,1297
Perry Mason,1,0,0,0,1,0,1,female,563
Daniel Kafee,1,0,0,0,1,0,1,female,302
Perry Mason,1,0,0,0,0,0,1,female,547
Atticus Finch,0,0,0,0,0,0,1,female,18
Atticus Finch,0,0,0,1,0,0,0,female,617
JoAnee Galloway,0,0,0,0,0,0,1,male,1352
Rachel Zane,0,0,0,0,0,0,1,male,787
Rachel Zane,0,1,0,0,0,0,1,female,847
JoAnee Galloway,0,0,0,0,0,0,1,female,179
Perry Mason,1,0,0,0,0,1,0,male,265
Rusty Sabich,0,0,0,0,0,1,0,female,1110
Rachel Zane,0,0,0,0,1,0,1,male,952
Atticus Finch,0,0,0,0,0,1,0,male,2089
Perry Mason,0,0,0,0,0,0,0,female,763
,0,0,0,0,1,0,1,male,736
Atticus Finch,0,0,1,0,0,0,0,male,614
Daniel Kafee,1,0,1,0,0,0,0,female,98
Perry Mason,1,0,0,0,0,1,0,male,354
Rusty Sabich,0,0,0,0,1,0,0,male,1190
JoAnee Galloway,1,0,0,1,0,0,0,female,658
Rusty Sabich,0,0,1,0,0,0,0,,2903
JoAnee Galloway,1,0,0,0,1,0,0,male,319
Daniel Kafee,0,0,0,0,0,1,0,female,2721
Rusty Sabich,0,0,1,0,0,0,1,female,348
Ally McBeal,1,0,0,1,0,0,0,male,38
Rachel Zane,0,0,0,0,0,1,0,female,571
Rachel Zane,1,0,1,0,0,0,1,male,182
Ally McBeal,0,0,0,1,0,0,0,female,518
Patty Hewes,1,0,1,0,0,0,1,male,2725
,0,0,0,0,1,0,1,female,1288
Atticus Finch,0,0,0,0,0,1,1,male,1684
Rusty Sabich,1,0,0,0,1,0,1,male,620
Atticus Finch,0,0,0,1,0,0,0,male,306
Ally McBeal,1,0,0,0,1,0,0,male,31
Rusty Sabich,1,0,0,0,0,0,0,female,490
Rusty Sabich,0,0,0,1,0,0,1,male,748
Ally McBeal,1,0,0,0,1,0,0,male,114
Rusty Sabich,0,0,0,0,1,0,1,female,63
JoAnee Galloway,1,0,0,0,0,0,0,male,225
Perry Mason,0,0,0,0,1,0,1,male,874
Rachel Zane,0,0,0,0,0,0,1,female,809
Daniel Kafee,0,1,0,0,0,0,0,female,160
Rachel Zane,0,0,0,0,1,0,0,male,321
JoAnee Galloway,1,0,0,0,0,1,0,male,104
Atticus Finch,0,0,0,0,0,1,0,male,33
Daniel Kafee,0,1,0,0,0,0,1,female,1729
Rachel Zane,0,0,0,0,0,0,0,male,782
Rusty Sabich,0,0,1,0,0,0,1,female,1176
Ally McBeal,0,0,0,0,0,0,1,male,813
Rusty Sabich,1,0,0,0,0,0,1,male,631
,0,0,0,0,0,1,0,female,1641
Daniel Kafee,0,1,0,0,0,0,0,male,2007
Patty Hewes,1,0,0,0,0,1,1,female,372
Rachel Zane,0,1,0,0,0,0,0,male,840
Rusty Sabich,0,0,0,1,0,0,0,female,3202
Rachel Zane,0,1,0,0,0,0,1,female,632
Patty Hewes,0,0,0,0,0,0,1,female,904
JoAnee Galloway,1,0,0,0,1,0,0,male,393
Atticus Finch,0,0,1,0,0,0,0,male,1444
Rachel Zane,0,0,1,0,0,0,1,male,341
Patty Hewes,1,1,0,0,0,0,1,male,111
Patty Hewes,1,0,0,0,0,1,0,male,48
Rachel Zane,1,0,0,0,0,1,1,female,51
Perry Mason,0,1,0,0,0,0,0,male,433
Atticus Finch,0,0,1,0,0,0,0,male,1143
JoAnee Galloway,1,0,0,1,0,0,0,male,59
Rachel Zane,1,0,0,1,0,0,0,male,451
Daniel Kafee,0,1,0,0,0,0,0,female,129
Rusty Sabich,0,1,0,0,0,0,1,male,608
Patty Hewes,0,0,0,0,1,0,0,female,1351
Perry Mason,1,0,0,1,0,0,1,male,278
Perry Mason,1,0,0,0,0,1,1,male,19
Daniel Kafee,1,0,1,0,0,0,1,male,26
Ally McBeal,1,0,0,1,0,0,1,male,135
Rachel Zane,0,0,1,0,0,0,0,female,1525
Daniel Kafee,0,0,0,0,0,1,0,female,109
JoAnee Galloway,0,0,0,0,1,0,1,male,925
Patty Hewes,0,0,0,0,0,0,1,female,769
Ally McBeal,0,0,1,0,0,0,0,female,437
Perry Mason,1,0,0,1,0,0,0,female,324
Perry Mason,0,0,1,0,0,0,1,female,1189
Rusty Sabich,0,0,0,1,0,0,1,female,1122
Perry Mason,0,1,0,0,0,0,1,,230
Patty Hewes,0,0,0,0,0,0,0,male,6
Atticus Finch,0,0,0,0,1,0,1,female,762
Ally McBeal,0,0,0,1,0,0,1,female,1650
Daniel Kafee,0,0,0,0,0,1,0,female,418
Rachel Zane,0,0,0,0,0,1,0,male,271
Patty Hewes,1,0,0,0,1,0,1,female,139
Rachel Zane,0,0,0,1,0,0,0,female,411
Atticus Finch,0,0,1,0,0,0,0,female,1047
JoAnee Galloway,1,0,0,0,0,1,0,female,601
Atticus Finch,0,0,0,0,0,0,0,male,441
Rusty Sabich,1,0,0,0,1,0,1,male,74
Ally McBeal,1,0,0,0,1,0,1,male,208
Patty Hewes,0,0,0,0,1,0,1,female,982
Patty Hewes,0,1,0,0,0,0,0,male,1393
Perry Mason,0,1,0,0,0,0,0,female,133
JoAnee Galloway,0,0,0,0,0,0,0,female,741
Perry Mason,1,1,0,0,0,0,1,female,42
Rusty Sabich,0,0,0,0,1,0,0,,1572
Daniel Kafee,1,0,0,0,1,0,1,male,186
Ally McBeal,0,0,0,0,1,0,0,male,1982
Patty Hewes,0,0,0,1,0,0,1,male,623
Patty Hewes,0,0,1,0,0,0,0,male,662
Perry Mason,0,1,0,0,0,0,1,female,993
Patty Hewes,1,0,0,0,0,1,0,male,111
Patty Hewes,1,0,0,0,1,0,0,female,62
Rusty Sabich,0,0,1,0,0,0,1,male,9
Ally McBeal,1,0,0,1,0,0,1,female,492
Ally McBeal,1,0,1,0,0,0,1,female,560
Patty Hewes,0,0,0,0,0,0,1,female,957
Patty Hewes,0,1,0,0,0,0,0,female,151
Rachel Zane,0,0,0,1,0,0,1,male,753
Rusty Sabich,1,0,0,0,1,0,0,male,265
Daniel Kafee,1,1,0,0,0,0,0,male,158
Patty Hewes,0,0,1,0,0,0,1,male,858
Atticus Finch,0,0,0,1,0,0,0,,2926
Perry Mason,0,0,0,1,0,0,0,female,369
Atticus Finch,0,0,1,0,0,0,0,male,1009
Rachel Zane,0,0,1,0,0,0,1,female,1505
Atticus Finch,1,0,1,0,0,0,0,female,509
Patty Hewes,1,0,0,0,0,0,1,male,475
Rusty Sabich,1,0,0,0,1,0,1,female,422
Rachel Zane,1,0,0,1,0,0,1,female,670
Rachel Zane,0,0,0,0,0,1,1,male,693
,1,0,0,0,0,1,1,female,334
Perry Mason,0,0,0,1,0,0,0,female,685
Patty Hewes,0,1,0,0,0,0,0,male,594
Atticus Finch,0,0,0,0,0,0,0,female,1245
Ally McBeal,1,0,0,0,0,0,0,male,364
Ally McBeal,1,1,0,0,0,0,1,male,17
Patty Hewes,1,1,0,0,0,0,0,male,317
Rachel Zane,0,0,1,0,0,0,1,male,1826
Rachel Zane,0,0,0,0,0,0,1,female,1431
Ally McBeal,1,0,0,0,0,0,1,female,517
Rachel Zane,0,0,0,0,0,1,1,male,1159
Atticus Finch,0,0,0,1,0,0,1,female,632
Patty Hewes,0,0,0,0,0,1,0,male,198
Daniel Kafee,0,0,0,0,0,0,1,female,852
Rusty Sabich,0,0,0,0,0,0,1,male,2778
Ally McBeal,0,0,0,0,0,0,1,female,1500
Rachel Zane,0,0,0,0,0,1,0,female,464
JoAnee Galloway,0,0,0,1,0,0,0,female,847
Daniel Kafee,0,1,0,0,0,0,0,male,889
Daniel Kafee,1,0,0,0,1,0,0,male,554
Rachel Zane,0,0,0,1,0,0,1,male,715
Atticus Finch,1,0,0,0,1,0,0,female,582
Daniel Kafee,0,1,0,0,0,0,0,male,1364
Ally McBeal,0,0,1,0,0,0,1,female,210
Atticus Finch,0,0,0,1,0,0,0,,2437
Rusty Sabich,1,0,0,0,0,0,1,male,41
Patty Hewes,1,0,0,0,1,0,0,male,582
,0,1,0,0,0,0,0,male,595
Ally McBeal,0,0,1,0,0,0,0,male,1680
Patty Hewes,1,0,1,0,0,0,0,male,568
Atticus Finch,0,0,0,0,0,0,0,male,1436
Patty Hewes,1,0,1,0,0,0,0,male,48
Daniel Kafee,1,1,0,0,0,0,0,female,2788
Perry Mason,0,1,0,0,0,0,0,male,1498
Daniel Kafee,0,0,0,0,0,0,1,male,213
Rusty Sabich,0,0,1,0,0,0,1,female,1687
Ally McBeal,0,0,0,0,0,0,1,male,822
Rachel Zane,0,0,1,0,0,0,1,female,633
Ally McBeal,1,0,0,0,0,1,0,male,206
Daniel Kafee,0,1,0,0,0,0,1,female,1646
Rachel Zane,0,0,0,0,0,0,0,male,431
Daniel Kafee,0,0,1,0,0,0,0,male,960
,0,0,0,1,0,0,0,male,587
Daniel Kafee,1,0,0,0,1,0,1,male,277
Patty Hewes,0,0,0,0,0,0,1,male,1590
Rachel Zane,0,0,0,1,0,0,1,male,179
Rusty Sabich,0,1,0,0,0,0,1,female,665
Ally McBeal,1,0,0,0,1,0,1,male,251
Rusty Sabich,0,0,0,1,0,0,0,female,749
Rusty Sabich,0,1,0,0,0,0,1,female,495
Ally McBeal,1,0,0,0,1,0,0,male,177
Ally McBeal,0,0,0,1,0,0,0,male,421
Rusty Sabich,1,1,0,0,0,0,1,female,333
JoAnee Galloway,0,1,0,0,0,0,1,male,794
Rusty Sabich,0,0,0,0,1,0,1,male,1072
Daniel Kafee,1,0,0,0,1,0,1,male,551
,0,1,0,0,0,0,0,male,1194
Daniel Kafee,1,1,0,0,0,0,0,female,249
Patty Hewes,1,0,0,0,0,0,1,male,613
Rachel Zane,1,0,0,0,0,0,1,male,510
Daniel Kafee,1,0,1,0,0,0,1,female,267
Ally McBeal,0,0,0,0,0,1,1,female,180
Rusty Sabich,0,0,0,0,0,1,0,male,353
Perry Mason,1,0,0,0,0,0,0,male,258
Ally McBeal,0,1,0,0,0,0,0,female,1564
Perry Mason,1,1,0,0,0,0,1,female,616
Patty Hewes,0,1,0,0,0,0,1,female,871
Daniel Kafee,1,0,0,0,1,0,1,female,441
Ally McBeal,0,0,0,0,0,0,1,male,435
Rusty Sabich,1,0,0,0,0,1,0,female,426
Atticus Finch,0,0,1,0,0,0,0,male,175
Patty Hewes,0,0,0,1,0,0,1,male,1431
Perry Mason,1,1,0,0,0,0,1,female,544
Patty Hewes,0,0,0,0,0,1,0,male,179
Daniel Kafee,0,0,0,0,0,1,1,male,596
Daniel Kafee,1,0,0,0,1,0,1,female,477
Patty Hewes,0,0,1,0,0,0,1,male,1152
Patty Hewes,1,0,0,0,0,0,0,male,382
Rachel Zane,1,0,0,0,0,0,0,male,193
Patty Hewes,0,0,0,0,0,0,0,female,48
JoAnee Galloway,0,0,0,0,0,1,1,male,405
Rachel Zane,0,0,1,0,0,0,1,male,1785
,0,0,0,0,1,0,1,female,853
,0,1,0,0,0,0,1,male,110
Atticus Finch,0,0,0,0,0,1,0,female,442
Patty Hewes,0,0,0,0,1,0,1,male,1504
Daniel Kafee,1,0,0,0,1,0,1,female,141
Daniel Kafee,1,1,0,0,0,0,1,female,508
Daniel Kafee,0,0,0,0,0,0,0,female,1243
Rachel Zane,0,0,1,0,0,0,0,female,343
,0,0,1,0,0,0,1,female,1014
Patty Hewes,1,0,0,1,0,0,1,female,598
Perry Mason,1,0,0,1,0,0,1,female,486
Perry Mason,0,0,0,0,0,0,1,male,64
Atticus Finch,0,0,0,0,1,0,0,female,1207
Patty Hewes,1,0,1,0,0,0,1,male,197
JoAnee Galloway,0,0,0,0,0,0,0,male,1109
Rachel Zane,0,0,0,1,0,0,1,female,1442
Rachel Zane,1,0,0,0,0,0,0,female,62
Rusty Sabich,1,0,0,0,0,1,1,male,298
Atticus Finch,0,0,0,0,0,0,0,female,958
Atticus Finch,0,0,0,0,1,0,1,female,886
Perry Mason,1,0,0,1,0,0,1,male,83
Ally McBeal,0,0,0,1,0,0,0,male,603
JoAnee Galloway,1,0,0,0,0,0,0,female,457
Ally McBeal,0,0,0,0,0,0,0,male,899
Daniel Kafee,0,0,1,0,0,0,0,female,883
Daniel Kafee,0,1,0,0,0,0,1,female,109
Atticus Finch,1,0,0,1,0,0,1,male,300
JoAnee Galloway,0,0,0,0,1,0,0,female,882
Daniel Kafee,0,1,0,0,0,0,1,male,763
Atticus Finch,1,0,1,0,0,0,1,female,520
Patty Hewes,0,0,0,0,0,0,0,female,938
Ally McBeal,0,0,0,0,0,0,0,female,907
Daniel Kafee,1,1,0,0,0,0,0,male,369
Patty Hewes,0,0,0,0,0,0,0,female,408
Perry Mason,1,0,0,0,0,0,1,female,310
Atticus Finch,0,0,0,0,0,0,0,female,334
Rachel Zane,0,0,0,0,0,0,0,female,733
Rusty Sabich,0,0,0,0,0,1,1,male,2830
Rusty Sabich,0,0,0,1,0,0,0,male,1486
Rachel Zane,1,0,0,1,0,0,0,male,312
Atticus Finch,0,0,0,1,0,0,0,female,1499
Rusty Sabich,1,0,1,0,0,0,1,female,391
Perry Mason,0,0,0,0,0,1,1,female,1437
,0,0,0,0,0,0,0,male,75
JoAnee Galloway,0,0,0,0,0,1,0,female,1289
Atticus Finch,0,0,1,0,0,0,1,male,152
Rusty Sabich,0,0,0,1,0,0,0,male,937
Patty Hewes,0,0,0,0,0,1,1,male,723
Daniel Kafee,0,0,0,0,0,1,0,male,1393
Atticus Finch,0,0,0,0,0,0,0,female,772
Perry Mason,0,1,0,0,0,0,1,male,1019
Ally McBeal,0,0,0,0,1,0,0,female,268
Ally McBeal,1,0,0,0,1,0,1,female,65
,1,1,0,0,0,0,1,female,539
,0,0,1,0,0,0,1,female,731
Rusty Sabich,1,0,0,0,0,0,0,female,202
Rusty Sabich,0,0,0,0,0,1,1,male,984
Ally McBeal,1,0,0,1,0,0,1,female,307
Ally McBeal,1,0,1,0,0,0,1,male,82
Daniel Kafee,0,0,0,0,0,0,1,female,621
Daniel Kafee,0,0,0,0,1,0,0,female,708
Perry Mason,1,0,1,0,0,0,0,female,60
,0,0,0,0,0,0,1,male,49
Rachel Zane,0,0,1,0,0,0,1,female,598
Ally McBeal,0,0,0,1,0,0,1,male,788
Perry Mason,1,0,0,0,1,0,1,male,311
JoAnee Galloway,1,0,0,0,1,0,0,male,250
Atticus Finch,0,0,0,0,0,0,1,male,951
Rachel Zane,0,0,0,0,0,1,0,male,1111
Ally McBeal,0,0,0,0,0,0,0,male,1232
Perry Mason,0,0,0,0,0,1,0,female,1358
Ally McBeal,0,0,0,0,0,0,1,male,1328
JoAnee Galloway,1,0,0,1,0,0,1,male,257
Atticus Finch,0,1,0,0,0,0,0,female,948
Ally McBeal,0,0,1,0,0,0,0,male,783
,1,0,0,0,0,0,0,male,284
Rusty Sabich,1,0,0,0,1,0,1,male,105
Perry Mason,0,0,0,1,0,0,1,,124
Ally McBeal,0,0,0,1,0,0,1,male,738
Atticus Finch,0,0,0,0,1,0,0,male,1995
Atticus Finch,0,0,0,0,0,1,0,male,35
Patty Hewes,0,0,0,0,0,1,1,female,826
Rachel Zane,1,0,0,0,0,1,1,female,388
Patty Hewes,0,0,0,1,0,0,0,male,814
JoAnee Galloway,0,0,0,0,0,0,1,male,973
JoAnee Galloway,0,0,0,0,0,1,1,male,1471
Rachel Zane,0,0,0,0,0,1,1,female,1131
JoAnee Galloway,0,0,0,0,1,0,0,male,2268
Rusty Sabich,1,0,0,1,0,0,1,male,627
Patty Hewes,0,0,0,0,0,0,0,male,541
Atticus Finch,1,0,0,1,0,0,0,female,437
Patty Hewes,1,0,0,0,0,0,0,female,531
Daniel Kafee,1,0,1,0,0,0,0,female,144
Ally McBeal,0,0,0,0,0,0,1,male,1985
Ally McBeal,0,0,0,0,1,0,0,,1066
Ally McBeal,1,0,0,0,0,0,0,male,185
Atticus Finch,1,0,0,0,0,0,0,male,287
Ally McBeal,1,1,0,0,0,0,1,male,20
Rusty Sabich,0,0,0,0,0,1,1,male,1189
JoAnee Galloway,1,0,0,0,0,0,0,female,125
Rachel Zane,0,0,0,1,0,0,0,male,770
Patty Hewes,0,0,0,0,0,0,0,female,997
Rusty Sabich,0,0,0,0,0,1,0,female,470
Atticus Finch,0,0,1,0,0,0,1,male,190
Rusty Sabich,1,0,0,0,0,0,0,female,351
JoAnee Galloway,1,1,0,0,0,0,1,male,602
Daniel Kafee,0,0,0,0,1,0,0,female,1061
Atticus Finch,0,0,0,0,0,0,0,female,1125
JoAnee Galloway,0,0,0,0,0,1,1,female,631
Rachel Zane,0,0,0,0,1,0,0,female,1005
Daniel Kafee,0,0,1,0,0,0,0,female,387
JoAnee Galloway,1,0,0,0,1,0,0,female,211
,0,0,1,0,0,0,0,female,1839
Rachel Zane,1,0,0,0,0,0,0,female,653
JoAnee Galloway,0,0,1,0,0,0,1,female,400
Daniel Kafee,0,0,1,0,0,0,0,female,36
Perry Mason,1,0,0,0,0,0,1,female,229
JoAnee Galloway,1,0,1,0,0,0,0,male,658
Rusty Sabich,0,1,0,0,0,0,1,male,844
Perry Mason,0,1,0,0,0,0,1,male,1071
Patty Hewes,1,0,0,1,0,0,1,female,153
Atticus Finch,1,0,0,1,0,0,0,female,212
JoAnee Galloway,0,0,0,0,0,1,1,female,5
Rachel Zane,1,0,0,0,1,0,1,male,614
Atticus Finch,1,0,0,1,0,0,0,male,544
,1,0,0,0,0,0,1,,554
Atticus Finch,0,0,0,0,0,1,0,female,966
Patty Hewes,0,0,0,0,0,1,1,female,585
Patty Hewes,0,0,0,0,0,0,0,female,633
Daniel Kafee,1,0,0,0,0,1,0,male,630
Patty Hewes,0,0,0,0,0,1,0,male,1300
Patty Hewes,0,0,0,1,0,0,0,male,961
Patty Hewes,0,1,0,0,0,0,0,male,1242
Rusty Sabich,1,0,0,0,0,0,1,female,100
Patty Hewes,0,0,1,0,0,0,1,male,2884
JoAnee Galloway,0,0,0,0,0,0,1,female,875
Rusty Sabich,0,0,0,0,0,0,1,female,1470
Daniel Kafee,0,0,1,0,0,0,0,male,453
Rusty Sabich,0,1,0,0,0,0,0,female,1260
Atticus Finch,0,0,0,0,0,1,0,male,1063
Perry Mason,1,0,0,0,1,0,0,female,467
Daniel Kafee,0,0,0,1,0,0,0,female,1180
Rachel Zane,0,0,0,0,1,0,0,female,1151
Ally McBeal,0,0,0,1,0,0,1,male,489
Ally McBeal,0,0,0,0,1,0,1,female,825
Perry Mason,0,0,0,0,1,0,1,male,1326
,0,0,0,0,0,0,0,female,814
Perry Mason,0,0,0,0,0,0,1,female,472
Patty Hewes,1,0,0,0,0,0,0,female,114
JoAnee Galloway,0,1,0,0,0,0,1,female,1114
,1,0,0,1,0,0,1,female,528
Rachel Zane,0,0,0,1,0,0,1,male,161
,1,0,0,1,0,0,1,female,28
Rusty Sabich,0,0,0,0,0,0,1,male,775
JoAnee Galloway,1,0,1,0,0,0,1,female,52
Ally McBeal,0,0,0,1,0,0,0,female,928
Patty Hewes,0,1,0,0,0,0,0,female,425
Patty Hewes,0,0,0,0,0,1,1,male,944
Atticus Finch,0,0,0,0,0,0,1,male,603
Ally McBeal,0,0,0,0,0,0,1,female,80
Rachel Zane,0,0,0,0,0,0,1,female,1986
Rachel Zane,1,0,0,0,0,1,0,male,672
JoAnee Galloway,1,1,0,0,0,0,0,female,121
Rachel Zane,0,0,0,0,0,0,0,female,2408
Perry Mason,0,0,0,0,1,0,1,female,1209
Daniel Kafee,0,0,0,0,0,1,0,female,531
Rusty Sabich,1,0,0,0,0,1,1,female,349
Ally McBeal,0,0,0,1,0,0,0,female,2899
Ally McBeal,0,1,0,0,0,0,1,,1091
Rachel Zane,0,0,0,0,0,0,1,female,1078
Rusty Sabich,1,0,0,0,0,1,1,female,684
Perry Mason,0,1,0,0,0,0,1,male,261
Rusty Sabich,0,0,0,0,1,0,0,female,727
Perry Mason,0,0,0,0,0,1,1,male,1316
Rachel Zane,0,0,1,0,0,0,1,male,2068
Daniel Kafee,1,0,0,0,1,0,1,female,98
Rusty Sabich,0,0,0,0,0,1,1,female,798
Daniel Kafee,0,0,1,0,0,0,1,male,1430
Rachel Zane,0,0,0,1,0,0,1,female,918
Perry Mason,0,0,1,0,0,0,0,female,77
Patty Hewes,0,0,0,0,1,0,1,male,1459
Rachel Zane,0,0,1,0,0,0,0,male,1431
Perry Mason,1,0,0,0,0,0,0,male,251
Ally McBeal,0,0,0,0,0,0,0,female,494
,0,0,1,0,0,0,0,male,1057
Patty Hewes,0,0,0,1,0,0,0,male,723
Daniel Kafee,0,0,0,0,1,0,0,male,440
Patty Hewes,0,1,0,0,0,0,0,female,870
Atticus Finch,0,1,0,0,0,0,0,male,1099
Rachel Zane,0,0,0,0,0,0,0,male,772
Rachel Zane,1,0,0,0,0,1,1,male,545
Daniel Kafee,0,0,0,0,0,0,0,female,1972
Perry Mason,1,0,0,0,1,0,0,male,530
Rachel Zane,1,0,0,0,0,0,1,female,151
Atticus Finch,0,1,0,0,0,0,0,male,976
Rachel Zane,0,1,0,0,0,0,0,female,1121
Atticus Finch,0,0,1,0,0,0,0,male,242
Daniel Kafee,1,0,0,0,0,0,1,female,302
Atticus Finch,1,0,0,0,0,1,1,female,501
Ally McBeal,1,0,0,0,0,1,0,male,481
Rusty Sabich,0,0,1,0,0,0,1,male,954
Rachel Zane,1,0,1,0,0,0,1,male,33
Ally McBeal,0,0,1,0,0,0,0,female,1024
Daniel Kafee,1,0,0,0,0,0,0,male,401
Patty Hewes,0,0,0,0,0,1,1,male,61
Patty Hewes,0,0,0,0,0,1,1,female,620
Perry Mason,0,0,0,1,0,0,0,female,73
Patty Hewes,1,0,0,0,0,0,1,female,56
Rachel Zane,0,0,1,0,0,0,0,female,1340
Patty Hewes,1,0,1,0,0,0,1,,84
Rusty Sabich,0,0,0,0,0,0,0,female,803
Rachel Zane,1,0,0,0,0,0,1,female,3
Atticus Finch,0,1,0,0,0,0,0,male,348
Rachel Zane,0,0,0,0,1,0,0,female,1401
Daniel Kafee,0,1,0,0,0,0,0,female,658
Rachel Zane,1,0,0,0,0,0,1,male,477
Perry Mason,0,0,1,0,0,0,0,male,128
